gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text,subject_type,V1
215,The Call of the Wild,"London, Jack",120,en,Movie Books/Adventure/Banned Books from Anne Haight's list/Best Books Ever Listings/Animals-Domestic,Public domain in the USA.,TRUE,lcsh,"Sled dogs -- Fiction, Animal welfare -- Fiction, Dogs -- Fiction, Klondike River Valley (Yukon) -- Fiction, Nature stories, Feral dogs -- Fiction, Pet theft -- Fiction, Adventure stories"
217,Sons and Lovers,"Lawrence, D. H. (David Herbert)",123,en,Best Books Ever Listings/Banned Books from Anne Haight's list,Public domain in the USA.,TRUE,lcsh,"Young men -- Fiction, England -- Fiction, Bildungsromans, Autobiographical fiction, Working class families -- Fiction, Domestic fiction"
219,Heart of Darkness,"Conrad, Joseph",125,en,Best Books Ever Listings/Movie Books,Public domain in the USA.,TRUE,lcsh,"Trading posts -- Fiction, Africa -- Fiction, Imperialism -- Fiction, Europeans -- Africa -- Fiction, Psychological fiction, Degeneration -- fiction"
220,The Secret Sharer,"Conrad, Joseph",125,en,NA,Public domain in the USA.,TRUE,lcsh,"Sea stories, Psychological fiction, Ship captains -- Fiction, Fugitives from justice -- Fiction"
222,The Moon and Sixpence,"Maugham, W. Somerset (William Somerset)",126,en,Contemporary Reviews,Public domain in the USA.,TRUE,lcsh,"Painters -- Fiction, Tahiti (French Polynesia : Island) -- Fiction, England -- Fiction, Psychological fiction"
223,The Wisdom of Father Brown,"Chesterton, G. K. (Gilbert Keith)",80,en,Detective Fiction,Public domain in the USA.,TRUE,lcsh,"Detective and mystery stories, English, England -- Fiction, Clergy -- Fiction, Catholics -- Fiction, Brown, Father (Fictitious character) -- Fiction"
224,A Pair of Blue Eyes,"Hardy, Thomas",23,en,NA,Public domain in the USA.,TRUE,lcsh,"Triangles (Interpersonal relations) -- Fiction, Separation (Psychology) -- Fiction, Wessex (England) -- Fiction, Didactic fiction, Elopement -- Fiction"
225,At the Back of the North Wind,"MacDonald, George",127,en,Children's Literature,Public domain in the USA.,TRUE,lcsh,Fairy tales
233,Sister Carrie: A Novel,"Dreiser, Theodore",130,en,NA,Public domain in the USA.,TRUE,lcsh,"Didactic fiction, New York (N.Y.) -- Fiction, Young women -- Fiction, Chicago (Ill.) -- Fiction, Mistresses -- Fiction"
234,Child Christopher and Goldilind the Fair,"Morris, William",107,en,Fantasy,Public domain in the USA.,TRUE,lcsh,Fantasy fiction
236,The Jungle Book,"Kipling, Rudyard",132,en,Movie Books/Scouts/Children's Literature/Contemporary Reviews,Public domain in the USA.,TRUE,lcsh,"Animals -- Fiction, Adventure stories, English, India -- Fiction, Jungle animals -- Fiction, Feral children -- Fiction, Mowgli (Fictitious character) -- Fiction, Short stories, Jungles -- Fiction"
238,Dear Enemy,"Webster, Jean",99,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE,lcsh,Orphans -- Fiction
241,"Clotelle; Or, The Colored Heroine, a tale of the Southern States; Or, The President's Daughter","Brown, William Wells",135,en,African American Writers,Public domain in the USA.,TRUE,lcsh,"Women slaves -- Fiction, African American women -- Fiction, Domestic fiction, Illegitimate children -- Fiction, Jefferson, Thomas, 1743-1826 -- Relations with women -- Fiction, Children of presidents -- Fiction, African American families -- Fiction"
242,My Antonia,"Cather, Willa",22,en,NA,Public domain in the USA.,TRUE,lcsh,"Farmers' spouses -- Fiction, Czech Americans -- Fiction, Women pioneers -- Fiction, Farm life -- Fiction, Women immigrants -- Fiction, Frontier and pioneer life -- Nebraska -- Fiction, Married women -- Fiction, Nebraska -- Fiction, Domestic fiction, Western stories, Friendship -- Fiction"
243,"The Forged Coupon, and Other Stories","Tolstoy, Leo, graf",136,en,NA,Public domain in the USA.,TRUE,lcsh,"Tolstoy, Leo, graf, 1828-1910 -- Translations into English, Russian fiction -- Translations into English, Short stories, Russian -- Translations into English"
244,A Study in Scarlet,"Doyle, Arthur Conan",69,en,Detective Fiction,Public domain in the USA.,TRUE,lcsh,"Detective and mystery stories, Private investigators -- England -- Fiction, Holmes, Sherlock (Fictitious character) -- Fiction, England -- Fiction"
267,The Touchstone,"Wharton, Edith",104,en,NA,Public domain in the USA.,TRUE,lcsh,"Psychological fiction, Married people -- Fiction, Women novelists -- Fiction, Rejection (Psychology) -- Fiction, Triangles (Interpersonal relations) -- Fiction, Love-letters -- Fiction"
268,The Octopus : A Story of California,"Norris, Frank",103,en,NA,Public domain in the USA.,TRUE,lcsh,"Railroad stories, Farmers -- Fiction, Wheat farmers -- Fiction, San Joaquin Valley (Calif.) -- Fiction, Farm life -- Fiction, Mussel Slough Tragedy, 1880 -- Fiction, Didactic fiction, California -- Fiction"
269,Beasts and Super-Beasts,Saki,152,en,NA,Public domain in the USA.,TRUE,lcsh,"Supernatural -- Fiction, Short stories, English, Humorous stories"
270,Dream Days,"Grahame, Kenneth",153,en,NA,Public domain in the USA.,TRUE,lcsh,"Country life -- Fiction, England -- Fiction, Brothers and sisters -- Fiction"
271,Black Beauty,"Sewell, Anna",154,en,Best Books Ever Listings/Children's Literature,Public domain in the USA.,TRUE,lcsh,"Historical fiction, Horses -- Juvenile fiction, Great Britain -- History -- 19th century -- Juvenile fiction"
283,The Reef,"Wharton, Edith",104,en,NA,Public domain in the USA.,TRUE,lcsh,"Man-woman relationships -- Fiction, France -- Fiction, Americans -- France -- Fiction, Domestic fiction, Love stories"
284,The House of Mirth,"Wharton, Edith",104,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE,lcsh,"Psychological fiction, Social classes -- Fiction, Single women -- Fiction, New York (N.Y.) -- Fiction"
285,The Lost Continent,"Hyne, Charles John Cutcliffe Wright",4423,en,Science Fiction,Public domain in the USA.,TRUE,lcsh,"Fantasy fiction, Lost continents -- Fiction, Science fiction, Atlantis (Legendary place) -- Fiction"
286,Laddie: A True Blue Story,"Stratton-Porter, Gene",71,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE,lcsh,"Indiana -- Fiction, Didactic fiction"
287,Remember the Alamo,"Barr, Amelia E.",2199,en,NA,Public domain in the USA.,TRUE,lcsh,"Western stories, Alamo (San Antonio, Tex.) -- Siege, 1836 -- Fiction, Texas -- History -- Revolution, 1835-1836 -- Fiction, War stories"
288,The Certain Hour (Dizain des Poëtes),"Cabell, James Branch",166,en,Fantasy,Public domain in the USA.,TRUE,lcsh,"Short stories, Fantasy fiction"
289,The Wind in the Willows,"Grahame, Kenneth",153,en,Children's Literature/Best Books Ever Listings,Public domain in the USA.,TRUE,lcsh,"Humorous stories, Country life -- Fiction, Fantasy fiction, River life -- Fiction, Pastoral fiction, Animals -- Fiction, Friendship -- Fiction, England -- Fiction"
290,"The Stark Munro Letters
Being series of twelve letters written by J. Stark Munro, M.B., to his friend and former fellow-student, Herbert Swanborough, of Lowell, Massachusetts, during the years 1881-1884","Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE,lcsh,Epistolary fiction
291,The Golden Age,"Grahame, Kenneth",153,en,NA,Public domain in the USA.,TRUE,lcsh,"Bildungsromans, Brothers and sisters -- Fiction, Country life -- Fiction, England -- Fiction, Pastoral fiction"
292,"Beauty and the Beast, and Tales of Home","Taylor, Bayard",167,en,NA,Public domain in the USA.,TRUE,lcsh,"Short stories, United States -- Social life and customs -- 19th century -- Fiction"
293,Paul Prescott's Charge,"Alger, Horatio",168,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"New York (N.Y.) -- History -- 19th century -- Fiction, Runaway teenagers -- Fiction, Orphans -- Fiction, Conduct of life -- Fiction"
294,"The Captain of the Polestar, and Other Tales","Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE,lcsh,"Short stories, English, Great Britain -- Social life and customs -- 19th century -- Fiction"
295,The Early Short Fiction of Edith Wharton — Part 1,"Wharton, Edith",104,en,NA,Public domain in the USA.,TRUE,lcsh,"Fiction, Short stories, American"
296,The Cash Boy,"Alger, Horatio",168,en,Children's Fiction,Public domain in the USA.,TRUE,lcsh,"Didactic fiction, Adventure stories, Baseball -- Juvenile fiction, Boys -- Juvenile fiction, Adoptees -- Juvenile fiction, Orphans -- Juvenile fiction"
297,The Flirt,"Tarkington, Booth",169,en,NA,Public domain in the USA.,TRUE,lcsh,"Swindlers and swindling -- Fiction, Forgery -- Fiction, Courtship -- Fiction, Young women -- Fiction"
298,The Market-Place,"Frederic, Harold",83,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE,lcsh,"Nobility -- Fiction, Capitalists and financiers -- Fiction, Stock exchanges -- Fiction, Jews -- Fiction, Swindlers and swindling -- Fiction, England -- Fiction"
299,Tales from Two Hemispheres,"Boyesen, Hjalmar Hjorth",170,en,NA,Public domain in the USA.,TRUE,lcsh,"Norwegian Americans -- Fiction, Short stories"
305,The Count's Millions,"Gaboriau, Emile",172,en,Detective Fiction,Public domain in the USA.,TRUE,lcsh,"Detective and mystery stories, Fiction"
306,The Early Short Fiction of Edith Wharton — Part 2,"Wharton, Edith",104,en,NA,Public domain in the USA.,TRUE,lcsh,"Short stories, American, Fiction"
307,"Three Elephant Power, and Other Stories","Paterson, A. B. (Andrew Barton)",118,en,Australia,Public domain in the USA.,TRUE,lcsh,"Australia -- Social life and customs -- Fiction, Short stories, Australian, Frontier and pioneer life -- Australia -- Fiction"
308,Three Men in a Boat,"Jerome, Jerome K. (Jerome Klapka)",173,en,Best Books Ever Listings/Humor,Public domain in the USA.,TRUE,lcsh,"Boats and boating -- England -- Thames River -- Fiction, Dogs -- Fiction, Thames River (England) -- Fiction, Young men -- Travel -- England -- Thames River -- Fiction, Humorous stories, English, Male friendship -- Fiction"
310,Before Adam,"London, Jack",120,en,NA,Public domain in the USA.,TRUE,lcsh,"Fantasy fiction, Dreams -- Fiction, Prehistoric peoples -- Fiction"
311,Bunner Sisters,"Wharton, Edith",104,en,NA,Public domain in the USA.,TRUE,lcsh,New York (N.Y.) -- Social life and customs -- 19th century -- Fiction
316,The Golden Road,"Montgomery, L. M. (Lucy Maud)",36,en,Children's Literature,Public domain in the USA.,TRUE,lcsh,"Publishers and publishing -- Juvenile fiction, Prince Edward Island -- Juvenile fiction, Friendship -- Juvenile fiction, Authorship -- Juvenile fiction, Children's stories, Canadian"
321,Moran of the Lady Letty,"Norris, Frank",103,en,NA,Public domain in the USA.,TRUE,lcsh,"Adventure stories, Sea stories, California -- Fiction"
322,St. Ives: Being the Adventures of a French Prisoner in England,"Stevenson, Robert Louis",35,en,Historical Fiction,Public domain in the USA.,TRUE,lcsh,"Prisoners of war -- Fiction, French -- England -- Fiction"
324,A Knight of the Cumberland,"Fox, John",179,en,NA,Public domain in the USA.,TRUE,lcsh,"Country life -- Fiction, Historical fiction, Kentucky -- Fiction"
325,Phantastes: A Faerie Romance for Men and Women,"MacDonald, George",127,en,NA,Public domain in the USA.,TRUE,lcsh,Fantasy fiction
327,The Princess Aline,"Davis, Richard Harding",181,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE,lcsh,"Princesses -- Fiction, Young men -- Fiction"
329,Island Nights' Entertainments,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE,lcsh,"Short stories, Islands of the Pacific -- Fiction"
330,Where There's a Will,"Rinehart, Mary Roberts",183,en,NA,Public domain in the USA.,TRUE,lcsh,"Man-woman relationships -- Fiction, Health resorts -- Fiction, Detective and mystery stories, Love stories, Humorous stories, Impersonation -- Fiction"
331,The Mucker,"Burroughs, Edgar Rice",48,en,NA,Public domain in the USA.,TRUE,lcsh,"Fiction, Adventure stories"
332,The Burial of the Guns,"Page, Thomas Nelson",184,en,US Civil War,Public domain in the USA.,TRUE,lcsh,"Short stories, United States -- Social life and customs -- 19th century -- Fiction"
334,Episodes in Van Bibber's Life,"Davis, Richard Harding",181,en,NA,Public domain in the USA.,TRUE,lcsh,"Fiction, Short stories, American"
335,Frances Waldeaux: A Novel,"Davis, Rebecca Harding",186,en,NA,Public domain in the USA.,TRUE,lcsh,Voyages and travels -- Fiction
339,Old Indian Days,"Eastman, Charles Alexander",187,en,Native America,Public domain in the USA.,TRUE,lcsh,"Dakota Indians -- Fiction, Indians of North America -- Fiction"
343,Fables,"Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE,lcsh,"Fables, Scottish, Short stories, Fiction"
344,"The Merry Men, and Other Tales and Fables","Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE,lcsh,"Treasure troves -- Fiction, Paranormal fiction, Great Britain -- History -- 19th century -- Fiction, Boys -- Fiction"
345,Dracula,"Stoker, Bram",190,en,Gothic Fiction/Movie Books/Horror/Mystery Fiction,Public domain in the USA.,TRUE,lcsh,"Dracula, Count (Fictitious character) -- Fiction, Horror tales, Whitby (England) -- Fiction, Gothic fiction (Literary genre), Vampires -- Fiction, Epistolary fiction, Transylvania (Romania) -- Fiction"
346,"The Troll Garden, and Selected Stories","Cather, Willa",22,en,NA,Public domain in the USA.,TRUE,lcsh,"United States -- Social life and customs -- Fiction, Short stories, Man-woman relationships -- Fiction, Nebraska -- Social life and customs -- Fiction"
347,The Saga of Grettir the Strong: Grettir's Saga,Unknown,49,en,NA,Public domain in the USA.,TRUE,lcsh,"Grettir Ásmundarson, 996-1031 -- Fiction, Sagas -- Translations into English, Vikings -- Fiction"
349,The Harvester,"Stratton-Porter, Gene",71,en,"Bestsellers, American, 1895-1923",Public domain in the USA.,TRUE,lcsh,"Indiana -- Fiction, Didactic fiction, Herbalists -- Fiction"
350,Fanny Herself,"Ferber, Edna",193,en,NA,Public domain in the USA.,TRUE,lcsh,"Bildungsromans, Wisconsin -- Fiction, Jewish fiction, Mothers and daughters -- Fiction, Jewish girls -- Fiction, Autobiographical fiction, Domestic fiction, Jewish families -- Fiction"
351,Of Human Bondage,"Maugham, W. Somerset (William Somerset)",126,en,NA,Public domain in the USA.,TRUE,lcsh,"People with disabilities -- Fiction, Physicians -- Fiction, Artists -- Fiction, Orphans -- Fiction, Bildungsromans"
352,Buttered Side Down: Stories,"Ferber, Edna",193,en,NA,Public domain in the USA.,TRUE,lcsh,"United States -- Social life and customs -- 20th century -- Fiction, Short stories"
355,The Parasite: A Story,"Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE,lcsh,"Horror tales, Mesmerism -- Fiction"
356,Beyond the City,"Doyle, Arthur Conan",69,en,NA,Public domain in the USA.,TRUE,lcsh,Suburbs -- Great Britain -- Fiction
357,"A Dream of John Ball; and, A King's Lesson","Morris, William",107,en,NA,Public domain in the USA.,TRUE,lcsh,"Peasant uprisings -- Fiction, Tyler's Insurrection, 1381 -- Fiction, Matthias I, King of Hungary, 1443-1490 -- Fiction, Ball, John, d. 1381 -- Fiction, Historical fiction"
358,The Scarlet Car,"Davis, Richard Harding",181,en,NA,Public domain in the USA.,TRUE,lcsh,"Humorous stories, Automobiles -- Fiction, Automobile driving -- Fiction, Love stories"
361,Miss Billy — Married,"Porter, Eleanor H. (Eleanor Hodgman)",200,en,NA,Public domain in the USA.,TRUE,lcsh,"Marriage -- Fiction, Married women -- Fiction, Domestic fiction"
362,Miss Billy's Decision,"Porter, Eleanor H. (Eleanor Hodgman)",200,en,NA,Public domain in the USA.,TRUE,lcsh,"Man-woman relationships -- Fiction, Love stories"
363,The Oakdale Affair,"Burroughs, Edgar Rice",48,en,NA,Public domain in the USA.,TRUE,lcsh,"Adventure stories, Mystery fiction"
364,The Mad King,"Burroughs, Edgar Rice",48,en,NA,Public domain in the USA.,TRUE,lcsh,"Mistaken identity -- Fiction, Kings and rulers -- Fiction, Adventure stories, Fantasy fiction, Impostors and imposture -- Fiction"
366,Bab: A Sub-Deb,"Rinehart, Mary Roberts",183,en,NA,Public domain in the USA.,TRUE,lcsh,Debutantes -- Fiction
367,The Country of the Pointed Firs,"Jewett, Sarah Orne",202,en,NA,Public domain in the USA.,TRUE,lcsh,"Psychological fiction, Country life -- Fiction, Authorship -- Fiction, Summer resorts -- Fiction, Seaside resorts -- Fiction, Maine -- Fiction, Pastoral fiction, Women authors -- Fiction"
369,The Outlaw of Torn,"Burroughs, Edgar Rice",48,en,Science Fiction,Public domain in the USA.,TRUE,lcsh,"Great Britain -- History -- Henry III, 1216-1272 -- Fiction, Historical fiction, Outlaws -- Fiction"
370,The Fortunes and Misfortunes of the Famous Moll Flanders,"Defoe, Daniel",204,en,NA,Public domain in the USA.,TRUE,lcsh,"Virginia -- Fiction, Prostitutes -- Fiction, Picaresque literature, Children of prisoners -- Fiction, British -- Virginia -- Fiction, Adventure stories, Women -- England -- Fiction, Criminals -- Fiction, Repentance -- Fiction, London (England) -- Fiction"
372,"Prince Otto, a Romance","Stevenson, Robert Louis",35,en,NA,Public domain in the USA.,TRUE,lcsh,"Man-woman relationships -- Fiction, Nobility -- Fiction"
